pgChr	pgOrd	pgID	og	ofID	isRep	genome	chr	ord	isDirectSyn	isSynOgOnly	isArrayRep	isNSOrtho	id
1	41.5	209	127899	7_65767	TRUE	wheat	CM022223.1	67053	FALSE	FALSE	FALSE	FALSE	CFC21_069137
1	41.5	209	127899	0_33045	FALSE	Phallii	Chr09	33046	FALSE	FALSE	FALSE	FALSE	PhHAL.9G632800
1	41.5	209	127899	1_5503	FALSE	Sorghum	Chr01	5504	FALSE	FALSE	FALSE	FALSE	Sobic.001G523200
1	41.5	209	127899	2_38090	FALSE	Sviridis	Chr_09	38091	FALSE	FALSE	FALSE	FALSE	Sevir.9G561900
1	41.5	209	127899	3_9632	FALSE	brachy	Bd1	9634	FALSE	FALSE	FALSE	FALSE	Bradi1g76760
1	41.5	209	127899	5_15639	FALSE	rice	Chr3	15640	FALSE	FALSE	FALSE	FALSE	OsKitaake03g022700
1	41.5	209	127899	6_72439	FALSE	switchgrass	Chr09K	73145	FALSE	FALSE	FALSE	FALSE	Pavir.9KG548000
1	41.5	209	127899	7_56241	FALSE	wheat	CM022221.1	57345	FALSE	FALSE	FALSE	FALSE	CFC21_059155
1	47	71	22877	4_46	TRUE	maize	1	47	TRUE	FALSE	TRUE	FALSE	LOC100216768
1	47	71	22877	6_79469	FALSE	switchgrass	Chr09N	79636	TRUE	FALSE	TRUE	FALSE	Pavir.9NG832400
1	47	71	22877	7_60461	FALSE	wheat	CM022222.1	61656	TRUE	FALSE	TRUE	FALSE	CFC21_063588
1	87.5	506	55978	2_38201	TRUE	Sviridis	Chr_09	38203	FALSE	FALSE	TRUE	FALSE	Sevir.9G571450
1	87.5	506	55978	0_32690	FALSE	Phallii	Chr09	32691	FALSE	FALSE	FALSE	FALSE	PhHAL.9G596900
1	87.5	506	55978	1_5124	FALSE	Sorghum	Chr01	5125	FALSE	FALSE	FALSE	FALSE	Sobic.001G488700
1	87.5	506	55978	2_37731	FALSE	Sviridis	Chr_09	37732	FALSE	FALSE	FALSE	FALSE	Sevir.9G528600
1	87.5	506	55978	3_9242	FALSE	brachy	Bd1	9244	FALSE	FALSE	FALSE	FALSE	Bradi1g73170
1	87.5	506	55978	5_15971	FALSE	rice	Chr3	15972	FALSE	FALSE	FALSE	FALSE	OsKitaake03g056000
1	87.5	506	55978	6_72957	FALSE	switchgrass	Chr09K	72774	FALSE	FALSE	FALSE	FALSE	Pavir.9KG609000
1	87.5	506	55978	7_48437	FALSE	wheat	CM022220.1	49370	FALSE	FALSE	FALSE	FALSE	CFC21_050944
1	87.75	509	55977	2_38200	TRUE	Sviridis	Chr_09	38202	FALSE	FALSE	TRUE	FALSE	Sevir.9G571400
1	87.75	509	55977	0_32694	FALSE	Phallii	Chr09	32695	FALSE	FALSE	FALSE	FALSE	PhHAL.9G597300
1	87.75	509	55977	1_5128	FALSE	Sorghum	Chr01	5129	FALSE	FALSE	FALSE	FALSE	Sobic.001G489000
1	87.75	509	55977	2_37736	FALSE	Sviridis	Chr_09	37737	FALSE	FALSE	FALSE	FALSE	Sevir.9G529000
1	87.75	509	55977	3_9245	FALSE	brachy	Bd1	9247	FALSE	FALSE	FALSE	FALSE	Bradi1g73200
1	87.75	509	55977	5_15968	FALSE	rice	Chr3	15969	FALSE	FALSE	FALSE	FALSE	OsKitaake03g055700
1	87.75	509	55977	6_72960	FALSE	switchgrass	Chr09K	72777	FALSE	FALSE	FALSE	FALSE	Pavir.9KG609600
1	87.75	509	55977	7_48440	FALSE	wheat	CM022220.1	49373	FALSE	FALSE	FALSE	FALSE	CFC21_050947
1	104	142	315	4_103	TRUE	maize	1	104	TRUE	FALSE	TRUE	FALSE	LOC100381530
1	104	142	315	6_79249	FALSE	switchgrass	Chr09N	79523	TRUE	FALSE	TRUE	FALSE	Pavir.9NG784900
1	163	209	6351	4_162	TRUE	maize	1	163	TRUE	FALSE	TRUE	FALSE	LOC100381968
1	163	209	6351	4_31323	FALSE	maize	9	31324	TRUE	FALSE	TRUE	FALSE	LOC100382328
1	163	209	6351	6_79147	FALSE	switchgrass	Chr09N	79432	TRUE	FALSE	TRUE	FALSE	Pavir.9NG771400
1	163	209	6351	7_60086	FALSE	wheat	CM022222.1	61274	TRUE	FALSE	TRUE	FALSE	CFC21_063196
1	164	769	26635	0_33044	TRUE	Phallii	Chr09	33045	FALSE	FALSE	TRUE	FALSE	PhHAL.9G632700
1	164	769	26635	0_32532	FALSE	Phallii	Chr09	32533	FALSE	FALSE	FALSE	FALSE	PhHAL.9G581000
1	164	769	26635	1_4966	FALSE	Sorghum	Chr01	4967	FALSE	FALSE	FALSE	FALSE	Sobic.001G472800
1	164	769	26635	2_37555	FALSE	Sviridis	Chr_09	37556	FALSE	FALSE	FALSE	FALSE	Sevir.9G512700
1	164	769	26635	3_9063	FALSE	brachy	Bd1	9065	FALSE	FALSE	FALSE	FALSE	Bradi1g71667
1	164	769	26635	5_16119	FALSE	rice	Chr3	16120	FALSE	FALSE	FALSE	FALSE	OsKitaake03g071400
1	164	769	26635	6_73246	FALSE	switchgrass	Chr09K	72600	FALSE	FALSE	FALSE	FALSE	Pavir.9KG643000
1	164	769	26635	7_55757	FALSE	wheat	CM022221.1	56851	FALSE	FALSE	FALSE	FALSE	CFC21_058644
1	265.5	1054	5178	3_9515	TRUE	brachy	Bd1	9517	FALSE	FALSE	TRUE	FALSE	Bradi1g75785
1	265.5	1054	5178	0_32114	FALSE	Phallii	Chr09	32115	FALSE	FALSE	FALSE	FALSE	PhHAL.9G538200
1	265.5	1054	5178	1_4536	FALSE	Sorghum	Chr01	4537	FALSE	FALSE	FALSE	FALSE	Sobic.001G432800
1	265.5	1054	5178	2_37089	FALSE	Sviridis	Chr_09	37090	FALSE	FALSE	FALSE	FALSE	Sevir.9G469000
1	265.5	1054	5178	3_8558	FALSE	brachy	Bd1	8561	FALSE	FALSE	FALSE	FALSE	Bradi1g67730
1	265.5	1054	5178	5_16561	FALSE	rice	Chr3	16562	FALSE	FALSE	FALSE	FALSE	OsKitaake03g115700
1	265.5	1054	5178	6_72145	FALSE	switchgrass	Chr09K	72131	FALSE	FALSE	FALSE	FALSE	Pavir.9KG517100
1	265.5	1054	5178	7_59191	FALSE	wheat	CM022222.1	60352	FALSE	FALSE	FALSE	FALSE	CFC21_062250
1	265.5	1054	5178	0_5329	FALSE	Phallii	Chr02	5330	FALSE	FALSE	FALSE	TRUE	PhHAL.2G199500
1	265.5	1054	5178	1_27991	FALSE	Sorghum	Chr08	27992	FALSE	FALSE	FALSE	TRUE	Sobic.008G155500
1	265.5	1054	5178	2_13461	FALSE	Sviridis	Chr_03	13462	FALSE	FALSE	FALSE	TRUE	Sevir.3G394900
1	265.5	1054	5178	4_23902	FALSE	maize	7	23903	FALSE	FALSE	FALSE	TRUE	LOC118472940
1	265.5	1054	5178	6_26815	FALSE	switchgrass	Chr03N	28551	FALSE	FALSE	FALSE	TRUE	Pavir.3NG170200
1	281.25	1124	5168	3_9494	TRUE	brachy	Bd1	9496	FALSE	FALSE	TRUE	FALSE	Bradi1g75599
1	281.25	1124	5168	0_32033	FALSE	Phallii	Chr09	32034	FALSE	FALSE	FALSE	FALSE	PhHAL.9G529900
1	281.25	1124	5168	1_4459	FALSE	Sorghum	Chr01	4460	FALSE	FALSE	FALSE	FALSE	Sobic.001G425400
1	281.25	1124	5168	2_37014	FALSE	Sviridis	Chr_09	37015	FALSE	FALSE	FALSE	FALSE	Sevir.9G462300
1	281.25	1124	5168	3_8471	FALSE	brachy	Bd1	8474	FALSE	FALSE	FALSE	FALSE	Bradi1g67020
1	281.25	1124	5168	5_16639	FALSE	rice	Chr3	16640	FALSE	FALSE	FALSE	FALSE	OsKitaake03g123200
1	281.25	1124	5168	6_72030	FALSE	switchgrass	Chr09K	72035	FALSE	FALSE	FALSE	FALSE	Pavir.9KG500300
1	281.25	1124	5168	7_55231	FALSE	wheat	CM022221.1	56309	FALSE	FALSE	FALSE	FALSE	CFC21_058093
1	281.25	1124	5168	6_53792	FALSE	switchgrass	Chr07K	54183	FALSE	FALSE	FALSE	TRUE	Pavir.7KG022400
1	281.25	1124	5168	7_39329	FALSE	wheat	CM022218.1	40081	FALSE	FALSE	FALSE	TRUE	CFC21_041377
1	407.4	1614	96139	6_78821	TRUE	switchgrass	Chr09N	79086	FALSE	FALSE	TRUE	FALSE	Pavir.9NG732754
1	407.4	1614	96139	0_31533	FALSE	Phallii	Chr09	31534	FALSE	FALSE	FALSE	FALSE	PhHAL.9G478800
1	407.4	1614	96139	1_3921	FALSE	Sorghum	Chr01	3922	FALSE	FALSE	FALSE	FALSE	Sobic.001G374400
1	407.4	1614	96139	2_36449	FALSE	Sviridis	Chr_09	36450	FALSE	FALSE	FALSE	FALSE	Sevir.9G410500
1	407.4	1614	96139	3_7923	FALSE	brachy	Bd1	7927	FALSE	FALSE	FALSE	FALSE	Bradi1g62660
1	407.4	1614	96139	5_17143	FALSE	rice	Chr3	17144	FALSE	FALSE	FALSE	FALSE	OsKitaake03g174900
1	407.4	1614	96139	1_11949	FALSE	Sorghum	Chr03	11951	FALSE	FALSE	FALSE	TRUE	Sobic.003G172450
1	407.4	1614	96139	3_19890	FALSE	brachy	Bd3	19891	FALSE	FALSE	FALSE	TRUE	Bradi3g18421
1	407.4	1614	96139	3_19966	FALSE	brachy	Bd3	19967	FALSE	FALSE	FALSE	TRUE	Bradi3g18885
1	407.4	1614	96139	4_34121	FALSE	maize	NC_007982.1	34122	FALSE	FALSE	FALSE	TRUE	orf227-ct
1	407.4	1614	96139	6_16705	FALSE	switchgrass	Chr02N	16703	FALSE	FALSE	FALSE	TRUE	Pavir.2NG336066
1	407.4	1614	96139	7_22781	FALSE	wheat	CM022215.1	23208	FALSE	FALSE	FALSE	TRUE	CFC21_023903
1	407.4	1614	96139	7_100698	FALSE	wheat	CM022230.1	102592	FALSE	FALSE	FALSE	TRUE	CFC21_105846
1	432	506	19264	4_431	TRUE	maize	1	432	TRUE	FALSE	TRUE	FALSE	LOC541615
1	432	506	19264	4_31207	FALSE	maize	9	31208	TRUE	FALSE	TRUE	FALSE	LOC103639536
1	432	506	19264	6_78794	FALSE	switchgrass	Chr09N	79038	TRUE	FALSE	TRUE	FALSE	Pavir.9NG729100
1	432	506	19264	7_55940	FALSE	wheat	CM022221.1	57038	TRUE	FALSE	TRUE	FALSE	CFC21_058836
1	432	506	19264	7_59821	FALSE	wheat	CM022222.1	60999	TRUE	FALSE	TRUE	FALSE	CFC21_062917
1	433.4	509	19266	4_31209	TRUE	maize	9	31210	TRUE	FALSE	TRUE	FALSE	LOC103639537
1	433.4	509	19266	6_78797	FALSE	switchgrass	Chr09N	79041	TRUE	FALSE	TRUE	FALSE	Pavir.9NG729500
1	433.4	509	19266	7_55936	FALSE	wheat	CM022221.1	57034	TRUE	FALSE	TRUE	FALSE	CFC21_058832
1	433.4	509	19266	7_59819	FALSE	wheat	CM022222.1	60997	TRUE	FALSE	TRUE	FALSE	CFC21_062915
1	616.5	2244	93297	6_73203	TRUE	switchgrass	Chr09K	72559	FALSE	FALSE	TRUE	FALSE	Pavir.9KG638301
1	616.5	2244	93297	0_30746	FALSE	Phallii	Chr09	30747	FALSE	FALSE	FALSE	FALSE	PhHAL.9G395800
1	616.5	2244	93297	1_3108	FALSE	Sorghum	Chr01	3109	FALSE	FALSE	FALSE	FALSE	Sobic.001G295600
1	616.5	2244	93297	2_35533	FALSE	Sviridis	Chr_09	35534	FALSE	FALSE	FALSE	FALSE	Sevir.9G325200
1	616.5	2244	93297	3_21596	FALSE	brachy	Bd3	21597	FALSE	FALSE	FALSE	FALSE	Bradi3g33440
1	616.5	2244	93297	5_6788	FALSE	rice	Chr10	6789	FALSE	FALSE	FALSE	FALSE	OsKitaake10g192400
1	616.5	2244	93297	7_11360	FALSE	wheat	CM022213.1	11577	FALSE	FALSE	FALSE	FALSE	CFC21_011926
1	616.5	2244	93297	6_64220	FALSE	switchgrass	Chr08K	64190	FALSE	FALSE	FALSE	TRUE	Pavir.8KG386500
1	620.8	2263	124532	7_59592	TRUE	wheat	CM022222.1	60768	FALSE	FALSE	TRUE	FALSE	CFC21_062680
1	620.8	2263	124532	0_30726	FALSE	Phallii	Chr09	30727	FALSE	FALSE	FALSE	FALSE	PhHAL.9G393600
1	620.8	2263	124532	1_3089	FALSE	Sorghum	Chr01	3090	FALSE	FALSE	FALSE	FALSE	Sobic.001G293800
1	620.8	2263	124532	2_35512	FALSE	Sviridis	Chr_09	35513	FALSE	FALSE	FALSE	FALSE	Sevir.9G323200
1	620.8	2263	124532	3_21638	FALSE	brachy	Bd3	21639	FALSE	FALSE	FALSE	FALSE	Bradi3g33730
1	620.8	2263	124532	5_6817	FALSE	rice	Chr10	6818	FALSE	FALSE	FALSE	FALSE	OsKitaake10g195100
1	620.8	2263	124532	6_70364	FALSE	switchgrass	Chr09K	70555	FALSE	FALSE	FALSE	FALSE	Pavir.9KG342088
1	620.8	2263	124532	7_2142	FALSE	wheat	CM022211.1	2174	FALSE	FALSE	FALSE	FALSE	CFC21_002240
1	620.8	2263	124532	2_11303	FALSE	Sviridis	Chr_03	11303	FALSE	FALSE	FALSE	TRUE	Sevir.3G194100
1	620.8	2263	124532	3_12560	FALSE	brachy	Bd2	12561	FALSE	FALSE	FALSE	TRUE	Bradi2g20800
1	620.8	2263	124532	5_24647	FALSE	rice	Chr5	24764	FALSE	FALSE	FALSE	TRUE	OsKitaake05g202100
1	643	2343	55743	2_37551	TRUE	Sviridis	Chr_09	37552	FALSE	FALSE	TRUE	FALSE	Sevir.9G512300
1	643	2343	55743	0_32527	FALSE	Phallii	Chr09	32528	FALSE	FALSE	TRUE	FALSE	PhHAL.9G580500
1	643	2343	55743	0_30618	FALSE	Phallii	Chr09	30619	FALSE	FALSE	FALSE	FALSE	PhHAL.9G381800
1	643	2343	55743	1_2994	FALSE	Sorghum	Chr01	2995	FALSE	FALSE	FALSE	FALSE	Sobic.001G284600
1	643	2343	55743	2_35400	FALSE	Sviridis	Chr_09	35401	FALSE	FALSE	FALSE	FALSE	Sevir.9G313400
1	643	2343	55743	3_21707	FALSE	brachy	Bd3	21708	FALSE	FALSE	FALSE	FALSE	Bradi3g34227
1	643	2343	55743	5_6913	FALSE	rice	Chr10	6914	FALSE	FALSE	FALSE	FALSE	OsKitaake10g205100
1	643	2343	55743	6_69380	FALSE	switchgrass	Chr09K	70450	FALSE	FALSE	FALSE	FALSE	Pavir.9KG235500
1	643	2343	55743	7_11164	FALSE	wheat	CM022213.1	11373	FALSE	FALSE	FALSE	FALSE	CFC21_011716
1	645	769	19185	4_644	TRUE	maize	1	645	TRUE	FALSE	TRUE	FALSE	LOC542540
1	645	769	19185	4_31127	FALSE	maize	9	31128	TRUE	FALSE	TRUE	FALSE	LOC100037797
1	645	769	19185	6_79454	FALSE	switchgrass	Chr09N	78859	TRUE	FALSE	TRUE	FALSE	Pavir.9NG821000
1	645	769	19185	7_59636	FALSE	wheat	CM022222.1	60813	TRUE	FALSE	TRUE	FALSE	CFC21_062725
1	714.714285714286	2611	122412	7_55495	TRUE	wheat	CM022221.1	56579	FALSE	FALSE	TRUE	FALSE	CFC21_058366
1	714.714285714286	2611	122412	0_11849	FALSE	Phallii	Chr03	11850	FALSE	FALSE	FALSE	FALSE	PhHAL.3G435700
1	714.714285714286	2611	122412	1_27731	FALSE	Sorghum	Chr08	27732	FALSE	FALSE	FALSE	FALSE	Sobic.008G129900
1	714.714285714286	2611	122412	2_12970	FALSE	Sviridis	Chr_03	12971	FALSE	FALSE	FALSE	FALSE	Sevir.3G349400
1	714.714285714286	2611	122412	3_25724	FALSE	brachy	Bd4	25725	FALSE	FALSE	FALSE	FALSE	Bradi4g04670
1	714.714285714286	2611	122412	5_10985	FALSE	rice	Chr12	10986	FALSE	FALSE	FALSE	FALSE	OsKitaake12g177200
1	714.714285714286	2611	122412	6_24024	FALSE	switchgrass	Chr03K	23820	FALSE	FALSE	FALSE	FALSE	Pavir.3KG513300
1	714.714285714286	2611	122412	7_61462	FALSE	wheat	CM022223.1	62669	FALSE	FALSE	FALSE	FALSE	CFC21_064637
1	714.714285714286	2611	122412	0_33195	FALSE	Phallii	Chr09	33196	FALSE	FALSE	FALSE	TRUE	PhHAL.9G648100
1	714.714285714286	2611	122412	1_5665	FALSE	Sorghum	Chr01	5666	FALSE	FALSE	FALSE	TRUE	Sobic.001G538800
1	714.714285714286	2611	122412	2_38273	FALSE	Sviridis	Chr_09	38275	FALSE	FALSE	FALSE	TRUE	Sevir.9G578000
1	714.714285714286	2611	122412	3_9797	FALSE	brachy	Bd1	9799	FALSE	FALSE	FALSE	TRUE	Bradi1g78040
1	714.714285714286	2611	122412	4_46	FALSE	maize	1	47	FALSE	FALSE	FALSE	TRUE	LOC100216768
1	714.714285714286	2611	122412	5_15487	FALSE	rice	Chr3	15488	FALSE	FALSE	FALSE	TRUE	OsKitaake03g007400
1	714.714285714286	2611	122412	6_72508	FALSE	switchgrass	Chr09K	73309	FALSE	FALSE	FALSE	TRUE	Pavir.9KG557200
1	821	2957	122342	7_55346	TRUE	wheat	CM022221.1	56427	FALSE	FALSE	TRUE	FALSE	CFC21_058212
1	821	2957	122342	3_8608	FALSE	brachy	Bd1	8611	FALSE	FALSE	TRUE	FALSE	Bradi1g68099
1	821	2957	122342	7_49062	FALSE	wheat	CM022220.1	50019	FALSE	FALSE	TRUE	FALSE	CFC21_051611
1	821	2957	122342	7_59228	FALSE	wheat	CM022222.1	60392	FALSE	FALSE	TRUE	FALSE	CFC21_062290
1	821	2957	122342	0_12220	FALSE	Phallii	Chr03	12221	FALSE	FALSE	FALSE	FALSE	PhHAL.3G474200
1	821	2957	122342	1_28182	FALSE	Sorghum	Chr08	28183	FALSE	FALSE	FALSE	FALSE	Sobic.008G173800
1	821	2957	122342	2_13595	FALSE	Sviridis	Chr_03	13596	FALSE	FALSE	FALSE	FALSE	Sevir.3G407600
1	821	2957	122342	3_8609	FALSE	brachy	Bd1	8612	FALSE	FALSE	FALSE	FALSE	Bradi1g68102
1	821	2957	122342	3_25276	FALSE	brachy	Bd4	25277	FALSE	FALSE	FALSE	FALSE	Bradi4g01430
1	821	2957	122342	5_11355	FALSE	rice	Chr12	11356	FALSE	FALSE	FALSE	FALSE	OsKitaake12g213700
1	821	2957	122342	6_24310	FALSE	switchgrass	Chr03K	24354	FALSE	FALSE	FALSE	FALSE	Pavir.3KG548900
1	821	2957	122342	7_66347	FALSE	wheat	CM022224.1	67639	FALSE	FALSE	FALSE	FALSE	CFC21_069737
1	821	2957	122342	2_33477	FALSE	Sviridis	Chr_09	33478	FALSE	FALSE	FALSE	TRUE	Sevir.9G138400
1	821	2957	122342	5_18259	FALSE	rice	Chr3	18260	FALSE	FALSE	FALSE	TRUE	OsKitaake03g290900
1	821	2957	122342	6_67744	FALSE	switchgrass	Chr09K	68445	FALSE	FALSE	FALSE	TRUE	Pavir.9KG050000
1	854	3036	124364	7_59199	TRUE	wheat	CM022222.1	60360	FALSE	FALSE	TRUE	FALSE	CFC21_062258
1	854	3036	124364	3_25205	FALSE	brachy	Bd4	25206	FALSE	FALSE	FALSE	FALSE	Bradi4g00877
1	854	3036	124364	7_60733	FALSE	wheat	CM022223.1	61928	FALSE	FALSE	FALSE	FALSE	CFC21_063869
1	854	3036	124364	1_28320	FALSE	Sorghum	Chr08	28321	FALSE	FALSE	FALSE	TRUE	Sobic.008G186400
1	854	3036	124364	2_13741	FALSE	Sviridis	Chr_03	13742	FALSE	FALSE	FALSE	TRUE	Sevir.3G420100
1	854	3036	124364	5_11439	FALSE	rice	Chr12	11440	FALSE	FALSE	FALSE	TRUE	OsKitaake12g222200
1	854	3036	124364	6_24433	FALSE	switchgrass	Chr03K	24449	FALSE	FALSE	FALSE	TRUE	Pavir.3KG565450
1	857	1054	18942	4_856	TRUE	maize	1	857	TRUE	FALSE	TRUE	FALSE	LOC541622
1	857	1054	18942	4_30896	FALSE	maize	9	30897	TRUE	FALSE	TRUE	FALSE	LOC100279748
1	857	1054	18942	6_78311	FALSE	switchgrass	Chr09N	78390	TRUE	FALSE	TRUE	FALSE	Pavir.9NG671314
1	857	1054	18942	7_49097	FALSE	wheat	CM022220.1	50056	TRUE	FALSE	TRUE	FALSE	CFC21_051648
1	921	1124	25864	4_920	TRUE	maize	1	921	TRUE	FALSE	TRUE	FALSE	LOC100216767
1	921	1124	25864	6_78621	FALSE	switchgrass	Chr09N	78298	TRUE	FALSE	TRUE	FALSE	Pavir.9NG705800
1	921	1124	25864	7_49187	FALSE	wheat	CM022220.1	50147	TRUE	FALSE	TRUE	FALSE	CFC21_051740
1	921	1124	25864	7_59112	FALSE	wheat	CM022222.1	60269	TRUE	FALSE	TRUE	FALSE	CFC21_062163
1	1070.5	3595	52267	1_4241	TRUE	Sorghum	Chr01	4242	FALSE	FALSE	TRUE	FALSE	Sobic.001G404950
1	1070.5	3595	52267	0_22520	FALSE	Phallii	Chr06	22521	FALSE	FALSE	FALSE	FALSE	PhHAL.6G292100
1	1070.5	3595	52267	1_25742	FALSE	Sorghum	Chr07	25743	FALSE	FALSE	FALSE	FALSE	Sobic.007G166200
1	1070.5	3595	52267	2_25158	FALSE	Sviridis	Chr_06	25159	FALSE	FALSE	FALSE	FALSE	Sevir.6G256400
1	1070.5	3595	52267	3_19084	FALSE	brachy	Bd3	19085	FALSE	FALSE	FALSE	FALSE	Bradi3g12460
1	1070.5	3595	52267	5_33533	FALSE	rice	Chr8	33534	FALSE	FALSE	FALSE	FALSE	OsKitaake08g251400
1	1070.5	3595	52267	6_50397	FALSE	switchgrass	Chr06K	50398	FALSE	FALSE	FALSE	FALSE	Pavir.6KG413200
1	1070.5	3595	52267	7_103970	FALSE	wheat	CM022231.1	105911	FALSE	FALSE	FALSE	FALSE	CFC21_109260
1	1323	1614	3313	4_1322	TRUE	maize	1	1323	TRUE	FALSE	TRUE	FALSE	LOC103634750
1	1323	1614	3313	4_30594	FALSE	maize	9	30595	TRUE	FALSE	TRUE	FALSE	LOC100280024
1	1323	1614	3313	6_71473	FALSE	switchgrass	Chr09K	71466	TRUE	FALSE	TRUE	FALSE	Pavir.9KG441000
1	1323	1614	3313	6_77742	FALSE	switchgrass	Chr09N	77714	TRUE	FALSE	TRUE	FALSE	Pavir.9NG584100
1	1637	5151	55121	2_35922	TRUE	Sviridis	Chr_09	35923	FALSE	FALSE	TRUE	FALSE	Sevir.9G361900
1	1637	5151	55121	0_28552	FALSE	Phallii	Chr09	28553	FALSE	FALSE	FALSE	FALSE	PhHAL.9G108000
1	1637	5151	55121	1_1155	FALSE	Sorghum	Chr01	1156	FALSE	FALSE	FALSE	FALSE	Sobic.001G111700
1	1637	5151	55121	2_33204	FALSE	Sviridis	Chr_09	33205	FALSE	FALSE	FALSE	FALSE	Sevir.9G112800
1	1637	5151	55121	3_1363	FALSE	brachy	Bd1	1335	FALSE	FALSE	FALSE	FALSE	Bradi1g10540
1	1637	5151	55121	5_18520	FALSE	rice	Chr3	18521	FALSE	FALSE	FALSE	FALSE	OsKitaake03g317300
1	1637	5151	55121	6_67389	FALSE	switchgrass	Chr09K	68155	FALSE	FALSE	FALSE	FALSE	Pavir.9KG030297
1	1637	5151	55121	7_50768	FALSE	wheat	CM022220.1	51759	FALSE	FALSE	FALSE	FALSE	CFC21_053402
1	1758	5508	9820	3_21441	TRUE	brachy	Bd3	21442	FALSE	FALSE	TRUE	FALSE	Bradi3g32267
1	1758	5508	9820	3_21437	TRUE	brachy	Bd3	21438	FALSE	FALSE	FALSE	FALSE	Bradi3g32257
1	1758	5508	9820	0_28186	FALSE	Phallii	Chr09	28187	FALSE	FALSE	FALSE	FALSE	PhHAL.9G070100
1	1758	5508	9820	1_782	FALSE	Sorghum	Chr01	783	FALSE	FALSE	FALSE	FALSE	Sobic.001G076900
1	1758	5508	9820	2_32815	FALSE	Sviridis	Chr_09	32816	FALSE	FALSE	FALSE	FALSE	Sevir.9G075700
1	1758	5508	9820	3_987	FALSE	brachy	Bd1	959	FALSE	FALSE	FALSE	FALSE	Bradi1g07430
1	1758	5508	9820	5_18870	FALSE	rice	Chr3	18871	FALSE	FALSE	FALSE	FALSE	OsKitaake03g352200
